Geography,Cases,Rate per 100000
"Lassen County, CA","34","99.8"
"Los Angeles County, CA","42,943","440.2"
"Madera County, CA","698","488.1"
"Marin County, CA","603","247.0"
"Mariposa County, CA","12","67.1"
"Mendocino County, CA","169","196.6"
"Merced County, CA","1,045","434.3"
"Modoc County, CA","12","129.8"
"Mono County, CA","16","122.5"
"Monterey County, CA","1,392","347.5"
"Napa County, CA","258","197.1"
"Nevada County, CA","117","120.8"
"Orange County, CA","7,970","269.9"
"Placer County, CA","668","206.5"
"Plumas County, CA","37","179.1"
"Riverside County, CA","4,406","220.9"
"Sacramento County, CA","7,688","564.4"
"San Benito County, CA","131","240.7"
"San Bernardino County, CA","8,066","409.3"
"San Diego County, CA","11,980","408.3"
"San Francisco County, CA","4,091","520.4"
"San Joaquin County, CA","3,179","482.1"
"San Luis Obispo County, CA","567","218.7"
"San Mateo County, CA","1,693","244.5"
"Santa Barbara County, CA","1,151","289.2"
"Santa Clara County, CA","5,767","339.2"
"Santa Cruz County, CA","608","244.6"
"Shasta County, CA","410","229.8"
"Sierra County, CA","1","29.7"
"Siskiyou County, CA","102","230.6"
"Solano County, CA","1,772","437.6"
"Sonoma County, CA","816","177.6"
"Stanislaus County, CA","1,833","365.1"
"Sutter County, CA","231","257.5"
"Tehama County, CA","157","260.1"
"Trinity County, CA","13","94.0"
"Tulare County, CA","1,730","422.3"
"Tuolumne County, CA","62","110.6"
"Ventura County, CA","1,193","151.5"
"Yolo County, CA","484","256.0"
"Yuba County, CA","206","295.7"
"Adams County, CO","1,254","306.7"
"Alamosa County, CO","60","392.1"
"Arapahoe County, CO","1,599","300.6"
"Archuleta County, CO","6","49.7"
"Baca County, CO","0","0.0"
"Bent County, CO","11","178.8"
"Boulder County, CO","555","190.9"
"Broomfield County, CO","108","209.9"
"Chaffee County, CO","17","102.1"
"Cheyenne County, CO","1","54.8"
"Clear Creek County, CO","0","0.0"
"Conejos County, CO","14","173.6"
"Costilla County, CO","9","269.5"
"Crowley County, CO","2","32.1"
"Custer County, CO","3","77.7"
"Delta County, CO","48","160.7"
"Denver County, CO","3,735","656.7"
"Dolores County, CO","0","0.0"
"Douglas County, CO","200","77.1"
"Eagle County, CO","53","107.9"
"Elbert County, CO","16","70.8"
"El Paso County, CO","2,836","492.0"
"Fremont County, CO","64","135.6"
"Garfield County, CO","130","254.3"
"Gilpin County, CO","5","100.4"
"Grand County, CO","13","97.4"
"Gunnison County, CO","19","129.2"
"Hinsdale County, CO","0","0.0"
"Huerfano County, CO","14","179.9"
"Jackson County, CO","0","0.0"
"Jefferson County, CO","1,004","191.3"
"Kiowa County, CO","2","147.6"
"Kit Carson County, CO","13","164.0"
"Lake County, CO","13","169.6"
"La Plata County, CO","138","282.2"
"Larimer County, CO","705","251.2"
"Las Animas County, CO","29","184.0"
"Lincoln County, CO","1","18.7"
"Logan County, CO","52","248.7"
"Mesa County, CO","470","350.6"
"Mineral County, CO","0","0.0"
"Moffat County, CO","30","225.3"
"Montezuma County, CO","86","345.2"
"Montrose County, CO","66","173.1"
"Morgan County, CO","68","246.5"
"Otero County, CO","46","242.8"
"Ouray County, CO","3","71.1"
"Park County, CO","13","78.0"
"Phillips County, CO","2","44.6"
"Pitkin County, CO","20","133.9"
"Prowers County, CO","38","284.2"
"Pueblo County, CO","746","490.9"
"Rio Blanco County, CO","17","282.6"
"Rio Grande County, CO","30","253.1"
"Routt County, CO","47","216.5"
"Saguache County, CO","0","0.0"
"San Juan County, CO","0","0.0"
"San Miguel County, CO","13","181.2"
"Sedgwick County, CO","1","41.5"
"Summit County, CO","52","201.6"
"Teller County, CO","32","149.5"
"Washington County, CO","1","21.4"
"Weld County, CO","629","268.5"
"Yuma County, CO","2","20.8"
"Fairfield County, CT","2,212","248.9"
"Hartford County, CT","3,399","389.7"
"Litchfield County, CT","185","98.3"
"Middlesex County, CT","203","124.3"
"New Haven County, CT","3,229","383.8"
"New London County, CT","601","225.1"
"Tolland County, CT","197","133.4"
"Windham County, CT","230","197.9"
"Kent County, DE","875","592.5"
"New Castle County, DE","1,992","379.3"
"Sussex County, DE","748","414.4"
"District Of Columbia, DC","3,368","576.9"
"Alachua County, FL","1,383","583.2"
"Baker County, FL","74","296.1"
"Bay County, FL","331","202.8"
"Bradford County, FL","84","293.9"
"Brevard County, FL","1,217","229.6"
"Broward County, FL","4,870","276.4"
"Calhoun County, FL","29","217.6"
"Charlotte County, FL","150","96.8"
"Citrus County, FL","213","155.7"
"Clay County, FL","326","184.9"
"Collier County, FL","665","213.2"
"Columbia County, FL","161","240.5"
"Desoto County, FL","109","312.5"
"Dixie County, FL","21","142.2"
"Duval County, FL","4,816","573.9"
"Escambia County, FL","1,266","418.0"
"Flagler County, FL","144","175.1"
"Franklin County, FL","22","198.2"
"Gadsden County, FL","265","575.3"
"Gilchrist County, FL","35","210.7"
"Glades County, FL","17","153.3"
"Gulf County, FL","14","89.4"
"Hamilton County, FL","48","339.8"
"Hardee County, FL","104","368.8"
"Hendry County, FL","115","293.7"
"Hernando County, FL","160","97.8"
"Highlands County, FL","280","287.6"
"Hillsborough County, FL","3,835","331.3"
"Holmes County, FL","23","120.9"
"Indian River County, FL","246","189.3"
"Jackson County, FL","115","235.3"
"Jefferson County, FL","30","214.7"
"Lafayette County, FL","14","174.8"
"Lake County, FL","547","187.8"
"Lee County, FL","1,429","252.7"
"Leon County, FL","1,536","594.8"
"Levy County, FL","116","303.4"
"Liberty County, FL","17","220.5"
"Madison County, FL","43","226.6"
"Manatee County, FL","788","253.2"
"Marion County, FL","996","317.5"
"Martin County, FL","172","124.8"
"Miami-Dade County, FL","5,069","207.8"
"Monroe County, FL","56","75.8"
"Nassau County, FL","153","230.1"
"Okaloosa County, FL","416","230.3"
"Okeechobee County, FL","107","268.2"
"Orange County, FL","4,593","436.0"
"Osceola County, FL","636","258.1"
"Palm Beach County, FL","2,203","174.0"
"Pasco County, FL","521","117.4"
"Pinellas County, FL","2,959","322.1"
"Polk County, FL","1,708","306.5"
"Putnam County, FL","232","316.0"
"St. Johns County, FL","213","126.2"
"St. Lucie County, FL","659","263.9"
"Santa Rosa County, FL","171","118.9"
"Sarasota County, FL","380","104.0"
"Seminole County, FL","803","196.7"
"Sumter County, FL","84","122.5"
"Suwannee County, FL","87","223.9"
"Taylor County, FL","56","279.3"
"Union County, FL","29","204.0"
"Volusia County, FL","839","169.8"
"Wakulla County, FL","43","147.7"
"Walton County, FL","56","109.2"
"Washington County, FL","56","250.3"
"Appling County, GA","40","226.3"
"Atkinson County, GA","34","422.7"
"Bacon County, GA","37","357.9"
"Baker County, GA","10","258.5"
"Baldwin County, GA","231","504.1"
"Banks County, GA","21","129.8"
"Barrow County, GA","133","209.8"
"Bartow County, GA","138","152.5"
"Ben Hill County, GA","80","458.4"
"Berrien County, GA","26","156.0"
"Bibb County, GA","1,412","911.2"
"Bleckley County, GA","58","467.5"
"Brantley County, GA","17","111.0"
"Brooks County, GA","62","379.7"
"Bryan County, GA","51","177.4"
"Bulloch County, GA","443","683.0"
"Burke County, GA","125","549.8"
"Butts County, GA","70","304.7"
"Calhoun County, GA","43","704.9"
"Camden County, GA","118","261.8"
"Candler County, GA","32","313.5"
"Carroll County, GA","354","326.8"
"Catoosa County, GA","38","62.4"
"Charlton County, GA","51","474.8"
"Chatham County, GA","1,186","487.4"
"Chattahoochee County, GA","14","108.9"
"Chattooga County, GA","55","210.6"
"Cherokee County, GA","207","106.6"
"Clarke County, GA","678","605.2"
"Clay County, GA","24","760.5"
"Clayton County, GA","1,762","655.8"
"Clinch County, GA","29","421.5"
"Cobb County, GA","1,915","282.0"
"Coffee County, GA","202","506.2"
"Colquitt County, GA","86","195.2"
"Columbia County, GA","178","168.5"
"Cook County, GA","64","394.1"
"Coweta County, GA","352","307.8"
"Crawford County, GA","26","206.2"
"Crisp County, GA","159","724.0"
"Dade County, GA","14","87.5"
"Dawson County, GA","21","101.8"
"Decatur County, GA","180","633.4"
"Dekalb County, GA","4,676","642.9"
"Dodge County, GA","91","461.5"
"Dooly County, GA","47","403.3"
"Dougherty County, GA","959","1010.9"
"Douglas County, GA","407","342.3"
"Early County, GA","63","526.8"
"Echols County, GA","4","97.2"
"Effingham County, GA","60","123.0"
"Elbert County, GA","72","348.6"
"Emanuel County, GA","114","506.3"
"Evans County, GA","83","735.1"
"Fannin County, GA","12","54.0"
"Fayette County, GA","196","186.9"
"Floyd County, GA","262","275.4"
"Forsyth County, GA","85","57.3"
"Franklin County, GA","37","171.2"
"Fulton County, GA","6,882","714.4"
"Gilmer County, GA","50","178.0"
"Glascock County, GA","6","221.0"
"Glynn County, GA","240","326.6"
"Gordon County, GA","86","168.9"
"Grady County, GA","66","267.4"
"Greene County, GA","59","382.4"
"Gwinnett County, GA","1,583","212.0"
"Habersham County, GA","48","117.4"
"Hall County, GA","321","186.2"
"Hancock County, GA","45","476.6"
"Haralson County, GA","52","184.2"
"Harris County, GA","61","215.1"
"Hart County, GA","59","244.5"
"Heard County, GA","19","167.6"
"Henry County, GA","558","314.9"
"Houston County, GA","415","325.5"
"Irwin County, GA","34","338.2"
"Jackson County, GA","88","157.6"
"Jasper County, GA","46","342.0"
"Jeff Davis County, GA","28","212.2"
"Jefferson County, GA","92","557.6"
"Jenkins County, GA","40","464.9"
"Johnson County, GA","58","648.6"
"Jones County, GA","36","133.4"
"Lamar County, GA","51","305.9"
"Lanier County, GA","17","221.4"
"Laurens County, GA","245","519.4"
"Lee County, GA","49","152.3"
"Liberty County, GA","175","296.7"
"Lincoln County, GA","26","322.4"
"Long County, GA","14","126.7"
"Lowndes County, GA","681","679.6"
"Lumpkin County, GA","26","100.0"
"Mcduffie County, GA","106","490.9"
"Mcintosh County, GA","42","377.9"
"Macon County, GA","61","453.4"
"Madison County, GA","61","222.7"
"Marion County, GA","24","340.4"
"Meriwether County, GA","87","379.2"
"Miller County, GA","31","508.0"
"Mitchell County, GA","75","316.5"
"Monroe County, GA","67","275.5"
"Montgomery County, GA","24","267.7"
"Morgan County, GA","37","207.7"
"Murray County, GA","57","140.1"
"Muscogee County, GA","1,403","738.2"
"Newton County, GA","382","421.9"
"Oconee County, GA","32","106.8"
"Oglethorpe County, GA","25","182.9"
"Paulding County, GA","142","118.4"
"Peach County, GA","166","658.8"
"Pickens County, GA","17","58.1"
"Pierce County, GA","37","212.6"
"Pike County, GA","44","269.3"
"Polk County, GA","92","224.6"
"Pulaski County, GA","47","477.1"
"Putnam County, GA","60","301.9"
"Quitman County, GA","5","189.0"
"Rabun County, GA","7","42.9"
"Randolph County, GA","43","586.3"
"Richmond County, GA","1,789","912.0"
"Rockdale County, GA","288","360.7"
"Schley County, GA","9","227.5"
"Screven County, GA","45","299.2"
"Seminole County, GA","32","354.8"
"Spalding County, GA","353","566.5"
"Stephens County, GA","45","178.7"
"Stewart County, GA","17","362.6"
"Sumter County, GA","230","707.5"
"Talbot County, GA","26","396.9"
"Taliaferro County, GA","18","970.4"
"Tattnall County, GA","54","234.5"
"Taylor County, GA","28","325.0"
"Telfair County, GA","69","523.3"
"Terrell County, GA","90","863.2"
"Thomas County, GA","288","642.3"
"Tift County, GA","262","630.5"
"Toombs County, GA","152","555.4"
"Towns County, GA","9","84.7"
"Treutlen County, GA","24","351.9"
"Troup County, GA","341","544.1"
"Turner County, GA","32","340.4"
"Twiggs County, GA","34","330.7"
"Union County, GA","13","63.6"
"Upson County, GA","105","380.9"
"Walker County, GA","59","92.2"
"Walton County, GA","159","200.6"
"Ware County, GA","256","719.6"
"Warren County, GA","57","963.5"
"Washington County, GA","116","562.6"
"Wayne County, GA","68","237.7"
"Webster County, GA","6","268.1"
"Wheeler County, GA","23","336.8"
"White County, GA","26","106.2"
"Whitfield County, GA","220","240.7"
"Wilcox County, GA","32","368.3"
"Wilkes County, GA","47","455.8"
"Wilkinson County, GA","52","521.0"
"Worth County, GA","60","279.3"
"Hawaii County, HI","515","303.7"
"Honolulu County, HI","4,462","497.5"
"Kalawao County, HI","0","0.0"
"Kauai County, HI","120","193.1"
"Maui County, HI","444","316.1"
"Ada County, ID","1,090","302.6"
"Adams County, ID","6","174.6"
"Bannock County, ID","200","251.1"
"Bear Lake County, ID","2","33.9"
"Benewah County, ID","26","281.5"
"Bingham County, ID","70","162.3"
"Blaine County, ID","35","162.2"
"Boise County, ID","6","80.2"
"Bonner County, ID","56","138.4"
"Bonneville County, ID","125","133.5"
"Boundary County, ID","15","141.3"
"Butte County, ID","2","73.3"
"Camas County, ID","1","95.1"
"Canyon County, ID","581","338.8"
"Caribou County, ID","3","43.8"
"Cassia County, ID","38","182.9"
"Clark County, ID","2","211.4"
"Clearwater County, ID","7","84.3"
"Custer County, ID","3","73.7"
"Elmore County, ID","150","536.3"
"Franklin County, ID","5","41.7"
"Fremont County, ID","8","64.5"
"Gem County, ID","34","208.5"
"Gooding County, ID","18","126.9"
"Idaho County, ID","13","85.4"
"Jefferson County, ID","14","64.2"
"Jerome County, ID","54","274.1"
"Kootenai County, ID","308","236.2"
"Latah County, ID","53","141.9"
"Lemhi County, ID","1","12.9"
"Lewis County, ID","10","277.2"
"Lincoln County, ID","7","157.5"
"Madison County, ID","7","19.3"
"Minidoka County, ID","31","166.4"
"Nez Perce County, ID","100","259.4"
"Oneida County, ID","5","122.3"
"Owyhee County, ID","20","184.1"
"Payette County, ID","30","135.2"
"Power County, ID","12","154.9"
"Shoshone County, ID","12","93.1"
"Teton County, ID","6","76.4"
"Twin Falls County, ID","139","194.9"
"Valley County, ID","18","209.1"
"Washington County, ID","22","220.6"
"Adams County, IL","162","241.9"
"Alexander County, IL","67","785.8"
"Bond County, IL","29","159.6"
"Boone County, IL","84","163.2"
"Brown County, IL","9","136.3"
"Bureau County, IL","51","146.1"
"Calhoun County, IL","6","117.2"
"Carroll County, IL","7","43.9"
"Cass County, IL","27","199.8"
"Champaign County, IL","1,070","561.5"
"Christian County, IL","64","184.5"
"Clark County, IL","10","59.7"
"Clay County, IL","9","65.1"
"Clinton County, IL","34","93.9"
"Coles County, IL","157","300.0"
"Cook County, IL","31,757","606.5"
"Crawford County, IL","12","61.1"
"Cumberland County, IL","11","100.8"
"Dekalb County, IL","462","449.5"
"De Witt County, IL","17","103.6"
"Douglas County, IL","28","142.8"
"Dupage County, IL","1,346","145.8"
"Edgar County, IL","15","79.7"
"Edwards County, IL","2","30.7"
"Effingham County, IL","37","107.8"
"Fayette County, IL","23","108.9"
"Ford County, IL","21","150.6"
"Franklin County, IL","52","132.3"
"Fulton County, IL","67","181.3"
"Gallatin County, IL","3","50.0"
"Greene County, IL","23","165.9"
"Grundy County, IL","33","72.3"
"Hamilton County, IL","2","24.3"
"Hancock County, IL","26","137.4"
"Hardin County, IL","3","66.8"
"Henderson County, IL","13","172.0"
"Henry County, IL","81","163.5"
"Iroquois County, IL","32","106.2"
"Jackson County, IL","411","694.7"
"Jasper County, IL","4","41.4"
"Jefferson County, IL","104","259.1"
"Jersey County, IL","34","152.3"
"Jo Daviess County, IL","25","112.2"
"Johnson County, IL","12","87.7"
"Kane County, IL","1,317","271.4"
"Kankakee County, IL","512","464.5"
"Kendall County, IL","114","129.7"
"Knox County, IL","211","403.1"
"Lake County, IL","1,779","255.3"
"Lasalle County, IL","261","232.6"
"Lawrence County, IL","29","175.8"
"Lee County, IL","59","168.4"
"Livingston County, IL","111","291.1"
"Logan County, IL","49","163.5"
"Mcdonough County, IL","118","357.5"
"Mchenry County, IL","290","94.1"
"Mclean County, IL","512","316.3"
"Macon County, IL","646","592.4"
"Macoupin County, IL","70","145.4"
"Madison County, IL","866","326.0"
"Marion County, IL","90","226.5"
"Marshall County, IL","10","77.7"
"Mason County, IL","23","152.5"
"Massac County, IL","48","318.9"
"Menard County, IL","19","153.6"
"Mercer County, IL","31","188.4"
"Monroe County, IL","30","93.9"
"Montgomery County, IL","30","100.1"
"Morgan County, IL","132","371.8"
"Moultrie County, IL","21","147.2"
"Ogle County, IL","59","107.6"
"Peoria County, IL","1,577","863.3"
"Perry County, IL","50","221.1"
"Piatt County, IL","15","90.9"
"Pike County, IL","30","182.5"
"Pope County, IL","60","1462.3"
"Pulaski County, IL","44","675.8"
"Putnam County, IL","5","84.6"
"Randolph County, IL","80","242.1"
"Richland County, IL","8","51.1"
"Rock Island County, IL","708","483.9"
"St. Clair County, IL","1,902","732.8"
"Saline County, IL","33","126.9"
"Sangamon County, IL","1,136","588.1"
"Schuyler County, IL","5","71.8"
"Scott County, IL","9","171.3"
"Shelby County, IL","19","86.7"
"Stark County, IL","5","82.0"
"Stephenson County, IL","129","274.5"
"Tazewell County, IL","228","175.5"
"Union County, IL","28","154.3"
"Vermilion County, IL","448","549.4"
"Wabash County, IL","16","130.1"
"Warren County, IL","40","226.8"
"Washington County, IL","14","94.5"
"Wayne County, IL","12","72.8"
"White County, IL","13","87.7"
"Whiteside County, IL","122","206.1"
"Will County, IL","1,328","202.4"
"Williamson County, IL","118","186.0"
"Winnebago County, IL","1,479","506.1"
"Woodford County, IL","46","123.0"
"Adams County, IN","23","68.1"
"Allen County, IN","1,705","493.5"
"Bartholomew County, IN","156","210.9"
"Benton County, IN","10","113.7"
"Blackford County, IN","10","75.2"
"Boone County, IN","57","107.5"
"Brown County, IN","2","13.5"
"Carroll County, IN","16","80.3"
"Cass County, IN","41","104.4"
"Clark County, IN","184","177.2"
"Clay County, IN","29","108.5"
"Clinton County, IN","36","105.9"
"Crawford County, IN","15","137.4"
"Daviess County, IN","49","163.2"
"Dearborn County, IN","47","95.6"
"Decatur County, IN","21","83.9"
"Dekalb County, IN","56","134.5"
"Delaware County, IN","446","385.7"
"Dubois County, IN","39","94.4"
"Elkhart County, IN","748","380.4"
"Fayette County, IN","44","180.6"
"Floyd County, IN","198","273.6"
"Fountain County, IN","29","168.8"
"Franklin County, IN","10","43.4"
"Fulton County, IN","12","59.4"
"Gibson County, IN","39","118.4"
"Grant County, IN","146","210.2"
"Greene County, IN","30","91.3"
"Hamilton County, IN","179","71.0"
"Hancock County, IN","89","137.5"
"Harrison County, IN","39","106.2"
"Hendricks County, IN","152","116.7"
"Henry County, IN","91","192.1"
"Howard County, IN","250","297.9"
"Huntington County, IN","38","100.0"
"Jackson County, IN","77","182.9"
"Jasper County, IN","19","59.3"
"Jay County, IN","24","112.5"
"Jefferson County, IN","75","230.3"
"Jennings County, IN","33","117.8"
"Johnson County, IN","264","198.2"
"Knox County, IN","103","271.0"
"Kosciusko County, IN","82","108.2"
"Lagrange County, IN","34","92.8"
"Lake County, IN","2,221","454.4"
"Laporte County, IN","218","199.5"
"Lawrence County, IN","36","78.5"
"Madison County, IN","447","341.5"
"Marion County, IN","6,807","779.7"
"Marshall County, IN","35","75.1"
"Martin County, IN","2","19.7"
"Miami County, IN","23","62.5"
"Monroe County, IN","415","327.5"
"Montgomery County, IN","86","228.0"
"Morgan County, IN","102","146.2"
"Newton County, IN","14","100.2"
"Noble County, IN","69","144.3"
"Ohio County, IN","8","137.3"
"Orange County, IN","23","118.4"
"Owen County, IN","23","103.0"
"Parke County, IN","11","64.4"
"Perry County, IN","7","37.2"
"Pike County, IN","15","119.3"
"Porter County, IN","196","123.9"
"Posey County, IN","24","91.0"
"Pulaski County, IN","9","66.0"
"Putnam County, IN","61","165.4"
"Randolph County, IN","44","168.9"
"Ripley County, IN","24","87.6"
"Rush County, IN","21","120.1"
"St. Joseph County, IN","867","327.1"
"Scott County, IN","48","203.1"
"Shelby County, IN","67","153.4"
"Spencer County, IN","17","83.9"
"Starke County, IN","10","42.8"
"Steuben County, IN","37","110.1"
"Sullivan County, IN","13","60.9"
"Switzerland County, IN","7","73.0"
"Tippecanoe County, IN","508","317.2"
"Tipton County, IN","16","99.2"
"Union County, IN","8","112.9"
"Vanderburgh County, IN","778","446.8"
"Vermillion County, IN","13","79.5"
"Vigo County, IN","324","307.1"
"Wabash County, IN","29","87.1"
"Warren County, IN","12","139.6"
"Warrick County, IN","69","122.7"
"Washington County, IN","25","90.0"
"Wayne County, IN","102","148.8"
"Wells County, IN","27","97.1"
"White County, IN","24","100.1"
"Whitley County, IN","29","89.8"
"Adair County, IA","6","78.2"
"Adams County, IA","10","241.7"
"Allamakee County, IA","15","103.6"
"Appanoose County, IA","27","205.8"
"Audubon County, IA","7","113.3"
"Benton County, IA","27","101.7"
