Geography,Cases,Rate per 100000
"Broomfield County, CO","220","338.1"
"Chaffee County, CO","28","150.1"
"Cheyenne County, CO","1","54.7"
"Clear Creek County, CO","16","172.0"
"Conejos County, CO","21","258.3"
"Costilla County, CO","8","223.2"
"Crowley County, CO","8","143.8"
"Custer County, CO","3","67.5"
"Delta County, CO","59","196.8"
"Denver County, CO","6,106","894.6"
"Dolores County, CO","2","101.1"
"Douglas County, CO","531","164.7"
"Eagle County, CO","121","225.7"
"Elbert County, CO","32","129.4"
"El Paso County, CO","2,877","426.6"
"Fremont County, CO","105","224.9"
"Garfield County, CO","184","316.7"
"Gilpin County, CO","9","154.4"
"Grand County, CO","19","130.0"
"Gunnison County, CO","36","224.1"
"Hinsdale County, CO","0","0.0"
"Huerfano County, CO","17","261.9"
"Jackson County, CO","2","147.5"
"Jefferson County, CO","1,151","203.5"
"Kiowa County, CO","2","140.5"
"Kit Carson County, CO","10","128.9"
"Lake County, CO","21","280.6"
"La Plata County, CO","239","437.0"
"Larimer County, CO","1,102","330.4"
"Las Animas County, CO","45","320.1"
"Lincoln County, CO","8","144.0"
"Logan County, CO","56","254.1"
"Mesa County, CO","680","457.9"
"Mineral County, CO","2","275.5"
"Moffat County, CO","31","239.6"
"Montezuma County, CO","155","592.3"
"Montrose County, CO","92","224.7"
"Morgan County, CO","100","352.6"
"Otero County, CO","75","408.9"
"Ouray County, CO","4","85.3"
"Park County, CO","16","96.9"
"Phillips County, CO","11","252.9"
"Pitkin County, CO","42","236.1"
"Prowers County, CO","24","200.8"
"Pueblo County, CO","888","542.8"
"Rio Blanco County, CO","6","91.3"
"Rio Grande County, CO","49","424.5"
"Routt County, CO","57","236.2"
"Saguache County, CO","6","96.0"
"San Juan County, CO","0","0.0"
"San Miguel County, CO","14","177.7"
"Sedgwick County, CO","6","250.1"
"Summit County, CO","108","356.9"
"Teller County, CO","35","149.7"
"Washington County, CO","3","61.7"
"Weld County, CO","1,043","365.7"
"Yuma County, CO","21","207.0"
"Fairfield County, CT","2,825","298.0"
"Hartford County, CT","4,019","448.6"
"Litchfield County, CT","304","165.6"
"Middlesex County, CT","377","229.8"
"New Haven County, CT","3,864","449.6"
"New London County, CT","789","290.2"
"Tolland County, CT","293","193.5"
"Windham County, CT","297","254.8"
"Kent County, DE","931","536.5"
"New Castle County, DE","2,740","492.1"
"Sussex County, DE","934","433.2"
"District Of Columbia, DC","2","0.3"
"Alachua County, FL","2,180","838.6"
"Baker County, FL","115","419.4"
"Bay County, FL","855","470.7"
"Bradford County, FL","129","479.1"
"Brevard County, FL","1,744","307.0"
"Broward County, FL","9,529","502.5"
"Calhoun County, FL","52","359.6"
"Charlotte County, FL","312","180.2"
"Citrus County, FL","306","216.9"
"Clay County, FL","670","328.5"
"Collier County, FL","893","249.9"
"Columbia County, FL","297","434.5"
"Desoto County, FL","111","313.0"
"Dixie County, FL","45","277.7"
"Duval County, FL","6,484","710.2"
"Escambia County, FL","1,994","641.2"
"Flagler County, FL","309","293.2"
"Franklin County, FL","41","348.6"
"Gadsden County, FL","364","790.7"
"Gilchrist County, FL","43","250.0"
"Glades County, FL","39","285.3"
"Gulf County, FL","42","264.6"
"Hamilton County, FL","119","832.5"
"Hardee County, FL","120","436.3"
"Hendry County, FL","233","595.6"
"Hernando County, FL","453","253.9"
"Highlands County, FL","270","271.4"
"Hillsborough County, FL","7,588","562.5"
"Holmes County, FL","71","367.4"
"Indian River County, FL","443","299.5"
"Jackson County, FL","262","539.1"
"Jefferson County, FL","69","490.0"
"Lafayette County, FL","19","219.3"
"Lake County, FL","1,056","324.1"
"Lee County, FL","2,397","341.5"
"Leon County, FL","2,975","1039.2"
"Levy County, FL","166","416.8"
"Liberty County, FL","29","348.1"
"Madison County, FL","75","407.4"
"Manatee County, FL","1,472","405.1"
"Marion County, FL","1,337","389.5"
"Martin County, FL","356","227.8"
"Miami-Dade County, FL","11,851","440.0"
"Monroe County, FL","189","243.9"
"Nassau County, FL","189","240.9"
"Okaloosa County, FL","984","495.3"
"Okeechobee County, FL","163","413.0"
"Orange County, FL","8,002","621.2"
"Osceola County, FL","1,327","409.6"
"Palm Beach County, FL","5,366","377.1"
"Pasco County, FL","1,275","256.1"
"Pinellas County, FL","4,156","437.6"
"Polk County, FL","3,061","470.9"
"Putnam County, FL","360","499.8"
"St. Johns County, FL","554","244.4"
"St. Lucie County, FL","1,088","364.4"
"Santa Rosa County, FL","492","294.5"
"Sarasota County, FL","950","234.3"
"Seminole County, FL","1,641","365.4"
"Sumter County, FL","200","168.2"
"Suwannee County, FL","209","477.6"
"Taylor County, FL","119","529.1"
"Union County, FL","93","610.5"
"Volusia County, FL","1,693","326.9"
"Wakulla County, FL","139","440.8"
"Walton County, FL","212","333.8"
"Washington County, FL","91","368.6"
"Appling County, GA","50","270.9"
"Atkinson County, GA","48","571.6"
"Bacon County, GA","29","256.7"
"Baker County, GA","4","125.8"
"Baldwin County, GA","217","477.4"
"Banks County, GA","33","178.4"
"Barrow County, GA","170","225.6"
"Bartow County, GA","339","329.9"
"Ben Hill County, GA","64","367.8"
"Berrien County, GA","52","274.2"
"Bibb County, GA","1,232","801.5"
"Bleckley County, GA","59","481.9"
"Brantley County, GA","35","189.7"
"Brooks County, GA","81","517.3"
"Bryan County, GA","108","307.4"
"Bulloch County, GA","614","845.1"
"Burke County, GA","133","584.7"
"Butts County, GA","76","322.1"
"Calhoun County, GA","22","339.6"
"Camden County, GA","147","282.1"
"Candler County, GA","29","266.4"
"Carroll County, GA","538","469.7"
"Catoosa County, GA","129","195.3"
"Charlton County, GA","41","316.2"
"Chatham County, GA","1,565","545.4"
"Chattahoochee County, GA","14","123.2"
"Chattooga County, GA","74","296.9"
"Cherokee County, GA","409","173.4"
"Clarke County, GA","728","587.5"
"Clay County, GA","11","350.2"
"Clayton County, GA","1,686","615.4"
"Clinch County, GA","44","638.3"
"Cobb County, GA","2,185","294.7"
"Coffee County, GA","168","389.7"
"Colquitt County, GA","145","316.3"
"Columbia County, GA","222","154.1"
"Cook County, GA","74","432.1"
"Coweta County, GA","228","164.7"
"Crawford County, GA","29","234.1"
"Crisp County, GA","162","708.0"
"Dade County, GA","21","129.1"
"Dawson County, GA","34","145.8"
"Decatur County, GA","210","772.8"
"Dekalb County, GA","3,086","419.9"
"Dodge County, GA","67","320.9"
"Dooly County, GA","50","356.3"
"Dougherty County, GA","694","759.9"
"Douglas County, GA","512","363.8"
"Early County, GA","97","917.3"
"Echols County, GA","6","148.5"
"Effingham County, GA","131","229.4"
"Elbert County, GA","54","278.9"
"Emanuel County, GA","153","673.8"
"Evans County, GA","49","454.3"
"Fannin County, GA","13","53.5"
"Fayette County, GA","235","212.3"
"Floyd County, GA","447","463.2"
"Forsyth County, GA","108","50.8"
"Franklin County, GA","57","255.5"
"Fulton County, GA","4,990","493.8"
"Gilmer County, GA","28","95.2"
"Glascock County, GA","3","97.9"
"Glynn County, GA","406","485.8"
"Gordon County, GA","120","212.1"
"Grady County, GA","137","543.5"
"Greene County, GA","57","341.1"
"Gwinnett County, GA","2,103","234.8"
"Habersham County, GA","71","161.4"
"Hall County, GA","415","214.4"
"Hancock County, GA","56","654.9"
"Haralson County, GA","62","214.9"
"Harris County, GA","40","119.8"
"Hart County, GA","58","227.1"
"Heard County, GA","21","182.0"
"Henry County, GA","597","274.2"
"Houston County, GA","667","444.6"
"Irwin County, GA","30","324.5"
"Jackson County, GA","130","205.2"
"Jasper County, GA","24","176.0"
"Jeff Davis County, GA","39","261.4"
"Jefferson County, GA","102","633.3"
"Jenkins County, GA","46","513.6"
"Johnson County, GA","54","559.2"
"Jones County, GA","51","179.0"
"Lamar County, GA","38","208.8"
"Lanier County, GA","23","223.0"
"Laurens County, GA","242","507.0"
"Lee County, GA","65","222.6"
"Liberty County, GA","616","986.1"
"Lincoln County, GA","19","247.6"
"Long County, GA","42","236.9"
"Lowndes County, GA","927","821.3"
"Lumpkin County, GA","39","124.2"
"Mcduffie County, GA","140","650.0"
"Mcintosh County, GA","52","372.3"
"Macon County, GA","51","374.1"
"Madison County, GA","75","263.7"
"Marion County, GA","26","296.8"
"Meriwether County, GA","59","278.4"
"Miller County, GA","18","307.5"
"Mitchell County, GA","133","589.2"
"Monroe County, GA","69","254.6"
"Montgomery County, GA","24","268.1"
"Morgan County, GA","48","266.0"
"Murray County, GA","91","230.0"
"Muscogee County, GA","1,031","514.0"
"Newton County, GA","501","475.0"
"Oconee County, GA","63","175.2"
"Oglethorpe County, GA","33","221.9"
"Paulding County, GA","227","149.1"
"Peach County, GA","161","602.5"
"Pickens County, GA","29","95.7"
"Pierce County, GA","63","329.8"
"Pike County, GA","30","167.2"
"Polk County, GA","142","342.0"
"Pulaski County, GA","52","456.3"
"Putnam County, GA","84","393.4"
"Quitman County, GA","8","347.5"
"Rabun County, GA","26","159.7"
"Randolph County, GA","22","305.9"
"Richmond County, GA","1,653","819.2"
"Rockdale County, GA","358","402.9"
"Schley County, GA","16","309.6"
"Screven County, GA","57","402.5"
"Seminole County, GA","52","601.4"
"Spalding County, GA","220","343.5"
"Stephens County, GA","63","246.2"
"Stewart County, GA","22","376.0"
"Sumter County, GA","233","757.0"
"Talbot County, GA","20","315.6"
"Taliaferro County, GA","6","366.1"
"Tattnall County, GA","61","241.8"
"Taylor County, GA","24","288.1"
"Telfair County, GA","70","426.8"
"Terrell County, GA","59","647.4"
"Thomas County, GA","293","650.2"
"Tift County, GA","181","444.0"
"Toombs County, GA","96","352.4"
"Towns County, GA","12","107.3"
"Treutlen County, GA","35","515.8"
"Troup County, GA","376","539.0"
"Turner County, GA","54","657.4"
"Twiggs County, GA","19","226.5"
"Union County, GA","9","40.4"
"Upson County, GA","96","364.1"
"Walker County, GA","120","176.3"
"Walton County, GA","193","218.3"
"Ware County, GA","268","757.7"
"Warren County, GA","31","567.8"
"Washington County, GA","121","581.3"
"Wayne County, GA","103","348.8"
"Webster County, GA","15","566.5"
"Wheeler County, GA","19","240.4"
"White County, GA","21","74.2"
"Whitfield County, GA","342","328.2"
"Wilcox County, GA","32","361.3"
"Wilkes County, GA","51","516.9"
"Wilkinson County, GA","47","513.4"
"Worth County, GA","73","352.7"
"Hawaii County, HI","734","373.7"
"Honolulu County, HI","5,494","550.1"
"Kalawao County, HI","0","0.0"
"Kauai County, HI","201","280.2"
"Maui County, HI","642","389.9"
"Ada County, ID","1,663","383.0"
"Adams County, ID","2","52.0"
"Bannock County, ID","344","410.8"
"Bear Lake County, ID","18","304.0"
"Benewah County, ID","25","276.2"
"Bingham County, ID","118","262.3"
"Blaine County, ID","38","176.0"
"Boise County, ID","12","170.0"
"Bonner County, ID","88","210.2"
"Bonneville County, ID","306","278.0"
"Boundary County, ID","23","203.2"
"Butte County, ID","3","120.0"
"Camas County, ID","3","281.4"
"Canyon County, ID","947","456.4"
"Caribou County, ID","14","206.8"
"Cassia County, ID","62","263.8"
"Clark County, ID","0","0.0"
"Clearwater County, ID","44","517.9"
"Custer County, ID","3","73.4"
"Elmore County, ID","100","386.5"
"Franklin County, ID","19","145.3"
"Fremont County, ID","11","85.8"
"Gem County, ID","53","314.5"
"Gooding County, ID","46","301.0"
"Idaho County, ID","25","153.6"
"Jefferson County, ID","46","169.4"
"Jerome County, ID","78","341.9"
"Kootenai County, ID","487","323.9"
"Latah County, ID","173","446.1"
"Lemhi County, ID","17","219.8"
"Lewis County, ID","30","791.8"
"Lincoln County, ID","15","283.2"
"Madison County, ID","20","52.3"
"Minidoka County, ID","66","322.6"
"Nez Perce County, ID","193","481.9"
"Oneida County, ID","10","233.6"
"Owyhee County, ID","41","362.5"
"Payette County, ID","51","222.7"
"Power County, ID","16","209.2"
"Shoshone County, ID","52","418.3"
"Teton County, ID","12","113.6"
"Twin Falls County, ID","318","386.0"
"Valley County, ID","10","99.0"
"Washington County, ID","28","280.4"
"Adams County, IL","234","349.2"
"Alexander County, IL","49","722.7"
"Bond County, IL","28","165.2"
"Boone County, IL","141","263.1"
"Brown County, IL","14","205.0"
"Bureau County, IL","70","208.4"
"Calhoun County, IL","6","122.5"
"Carroll County, IL","37","253.1"
"Cass County, IL","47","365.8"
"Champaign County, IL","1,223","585.6"
"Christian County, IL","103","306.2"
"Clark County, IL","27","169.0"
"Clay County, IL","31","230.9"
"Clinton County, IL","90","238.2"
"Coles County, IL","374","712.1"
"Cook County, IL","39,539","754.8"
"Crawford County, IL","36","185.4"
"Cumberland County, IL","23","211.0"
"Dekalb County, IL","540","517.5"
"De Witt County, IL","52","320.1"
"Douglas County, IL","34","171.5"
"Dupage County, IL","2,382","255.1"
"Edgar County, IL","29","164.2"
"Edwards County, IL","11","168.4"
"Effingham County, IL","70","203.7"
"Fayette County, IL","50","226.8"
"Ford County, IL","34","247.5"
"Franklin County, IL","94","238.1"
"Fulton County, IL","78","218.5"
"Gallatin County, IL","10","189.9"
"Greene County, IL","22","166.2"
"Grundy County, IL","81","160.3"
"Hamilton County, IL","11","134.1"
"Hancock County, IL","32","172.6"
"Hardin County, IL","9","217.7"
"Henderson County, IL","8","114.4"
"Henry County, IL","108","218.2"
"Iroquois County, IL","68","237.2"
"Jackson County, IL","675","1137.1"
"Jasper County, IL","24","249.8"
"Jefferson County, IL","128","333.7"
"Jersey County, IL","44","196.7"
"Jo Daviess County, IL","28","126.8"
"Johnson County, IL","37","289.9"
"Kane County, IL","1,848","348.1"
"Kankakee County, IL","587","529.4"
"Kendall County, IL","294","238.3"
"Knox County, IL","215","418.0"
"Lake County, IL","2,945","418.4"
"Lasalle County, IL","285","256.0"
"Lawrence County, IL","42","254.7"
"Lee County, IL","107","309.4"
"Livingston County, IL","66","180.0"
"Logan County, IL","152","515.4"
"Mcdonough County, IL","257","820.2"
"Mchenry County, IL","631","205.3"
"Mclean County, IL","933","538.8"
"Macon County, IL","764","712.0"
"Macoupin County, IL","115","249.8"
"Madison County, IL","1,050","394.4"
"Marion County, IL","181","472.1"
"Marshall County, IL","17","141.9"
"Mason County, IL","38","277.4"
"Massac County, IL","49","331.8"
"Menard County, IL","25","200.9"
"Mercer County, IL","48","302.7"
"Monroe County, IL","61","180.1"
"Montgomery County, IL","75","259.5"
"Morgan County, IL","164","470.9"
"Moultrie County, IL","28","187.5"
"Ogle County, IL","139","269.1"
"Peoria County, IL","1,585","851.1"
"Perry County, IL","64","297.1"
"Piatt County, IL","48","292.9"
"Pike County, IL","45","281.4"
"Pope County, IL","62","1467.1"
"Pulaski County, IL","29","510.7"
"Putnam County, IL","13","230.3"
"Randolph County, IL","74","225.3"
"Richland County, IL","50","311.9"
"Rock Island County, IL","659","451.0"
"St. Clair County, IL","1,947","737.4"
"Saline County, IL","84","342.2"
"Sangamon County, IL","1,196","601.9"
"Schuyler County, IL","7","99.5"
"Scott County, IL","13","255.3"
"Shelby County, IL","40","183.7"
"Stark County, IL","11","190.0"
"Stephenson County, IL","201","439.4"
"Tazewell County, IL","377","279.7"
"Union County, IL","49","281.5"
"Vermilion County, IL","480","605.4"
"Wabash County, IL","38","329.2"
"Warren County, IL","48","273.9"
"Washington County, IL","33","231.3"
"Wayne County, IL","30","182.7"
"White County, IL","29","202.4"
"Whiteside County, IL","193","338.1"
"Will County, IL","2,309","336.0"
"Williamson County, IL","216","320.2"
"Winnebago County, IL","1,777","619.0"
"Woodford County, IL","56","142.8"
"Adams County, IN","59","168.7"
"Allen County, IN","1,996","541.7"
"Bartholomew County, IN","269","331.4"
"Benton County, IN","23","264.9"
"Blackford County, IN","19","154.5"
"Boone County, IN","156","246.3"
"Brown County, IN","14","93.5"
"Carroll County, IN","56","282.0"
"Cass County, IN","143","376.5"
"Clark County, IN","451","390.9"
"Clay County, IN","75","283.0"
"Clinton County, IN","128","392.5"
"Crawford County, IN","22","209.9"
"Daviess County, IN","93","282.6"
"Dearborn County, IN","107","216.4"
"Decatur County, IN","73","275.3"
"Dekalb County, IN","88","206.6"
"Delaware County, IN","663","567.4"
"Dubois County, IN","89","209.6"
"Elkhart County, IN","921","452.6"
"Fayette County, IN","43","183.5"
"Floyd County, IN","306","398.6"
"Fountain County, IN","62","373.7"
"Franklin County, IN","31","135.5"
"Fulton County, IN","40","196.9"
"Gibson County, IN","66","195.4"
"Grant County, IN","242","356.0"
"Greene County, IN","60","185.0"
"Hamilton County, IN","619","199.9"
"Hancock County, IN","220","303.4"
"Harrison County, IN","112","283.0"
"Hendricks County, IN","374","236.4"
"Henry County, IN","103","210.3"
"Howard County, IN","303","367.0"
"Huntington County, IN","84","229.3"
"Jackson County, IN","103","233.7"
"Jasper County, IN","83","248.0"
"Jay County, IN","49","232.0"
"Jefferson County, IN","139","428.8"
"Jennings County, IN","56","200.7"
"Johnson County, IN","449","300.1"
"Knox County, IN","153","403.4"
"Kosciusko County, IN","152","193.3"
"Lagrange County, IN","40","103.1"
"Lake County, IN","2,406","493.2"
"Laporte County, IN","462","416.7"
"Lawrence County, IN","133","292.3"
"Madison County, IN","366","282.1"
"Marion County, IN","8,869","944.5"
"Marshall County, IN","67","143.0"
"Martin County, IN","16","156.5"
"Miami County, IN","97","270.5"
"Monroe County, IN","711","491.3"
"Montgomery County, IN","163","426.4"
"Morgan County, IN","214","307.3"
"Newton County, IN","24","171.3"
"Noble County, IN","134","280.7"
"Ohio County, IN","12","202.1"
"Orange County, IN","66","336.6"
"Owen County, IN","42","201.2"
"Parke County, IN","77","455.6"
"Perry County, IN","26","134.4"
"Pike County, IN","24","190.6"
"Porter County, IN","398","237.3"
"Posey County, IN","49","192.1"
"Pulaski County, IN","28","217.2"
"Putnam County, IN","117","311.3"
"Randolph County, IN","67","266.2"
"Ripley County, IN","74","257.8"
"Rush County, IN","33","197.9"
"St. Joseph County, IN","1,043","388.5"
"Scott County, IN","81","341.1"
"Shelby County, IN","146","328.3"
"Spencer County, IN","38","183.4"
"Starke County, IN","28","122.0"
"Steuben County, IN","65","189.1"
"Sullivan County, IN","40","191.1"
"Switzerland County, IN","19","180.5"
"Tippecanoe County, IN","1,128","607.0"
"Tipton County, IN","33","216.2"
"Union County, IN","8","111.4"
"Vanderburgh County, IN","1,041","572.4"
"Vermillion County, IN","31","197.6"
"Vigo County, IN","422","391.1"
"Wabash County, IN","76","236.5"
"Warren County, IN","13","157.2"
"Warrick County, IN","127","205.2"
"Washington County, IN","59","212.0"
"Wayne County, IN","237","353.7"
"Wells County, IN","69","246.7"
"White County, IN","72","296.4"
"Whitley County, IN","67","200.6"
"Adair County, IA","10","138.4"
"Adams County, IA","3","79.0"
"Allamakee County, IA","21","151.2"
"Appanoose County, IA","22","175.6"
