Geography,Cases,Rate per 100000
"Talladega County, AL","423","515.4"
"Tallapoosa County, AL","178","428.9"
"Tuscaloosa County, AL","1,206","618.5"
"Walker County, AL","260","388.0"
"Washington County, AL","77","437.3"
"Wilcox County, AL","125","1081.6"
"Winston County, AL","52","213.1"
"Aleutians East Borough, AK","9","284.0"
"Aleutians West Census Area, AK","8","144.2"
"Anchorage Municipality, AK","2,650","903.2"
"Bethel Census Area, AK","416","2435.6"
"Bristol Bay Borough, AK","2","199.6"
"Denali Borough, AK","5","272.2"
"Dillingham Census Area, AK","74","1523.9"
"Fairbanks North Star Borough, AK","803","817.0"
"Haines Borough, AK","10","399.8"
"Hoonah-Angoon Census Area, AK","Data not available","Data not available"
"Juneau City and Borough, AK","176","560.7"
"Kenai Peninsula Borough, AK","187","336.5"
"Ketchikan Gateway Borough, AK","116","857.7"
"Kodiak Island Borough, AK","52","380.9"
"Lake and Peninsula Borough, AK","10","610.9"
"Matanuska-Susitna Borough, AK","403","449.0"
"Nome Census Area, AK","267","2799.9"
"North Slope Borough, AK","118","1246.3"
"Northwest Arctic Borough, AK","206","2730.3"
"Petersburg Census Area, AK","Data not available","Data not available"
"Prince of Wales-Hyder Census Area, AK","Data not available","Data not available"
"Prince of Wales - Outer Ketchikan, AK","19","305.9"
"Sitka City and Borough, AK","50","561.9"
"Skagway Municipality, AK","Data not available","Data not available"
"Skagway-Hoonah-Angoon, AK","30","964.0"
"Southeast Fairbanks Census Area, AK","19","268.7"
"Valdez-Cordova Census Area, AK","44","455.5"
"Wrangell City and Borough, AK","Data not available","Data not available"
"Wrangell-Petersburg Census Area, AK","23","411.7"
"Yakutat City and Borough, AK","4","604.2"
"Yukon-Koyukuk Census Area, AK","67","1199.0"
"Apache County, AZ","462","643.8"
"Cochise County, AZ","393","298.2"
"Coconino County, AZ","729","541.5"
"Gila County, AZ","126","235.3"
"Graham County, AZ","128","344.7"
"Greenlee County, AZ","16","191.9"
"La Paz County, AZ","22","107.6"
"Maricopa County, AZ","15,567","406.9"
"Mohave County, AZ","279","139.2"
"Navajo County, AZ","601","558.0"
"Pima County, AZ","4,123","419.9"
"Pinal County, AZ","952","250.9"
"Santa Cruz County, AZ","141","297.4"
"Yavapai County, AZ","240","113.7"
"Yuma County, AZ","817","414.6"
"Arkansas County, AR","130","683.7"
"Ashley County, AR","183","838.3"
"Baxter County, AR","120","288.9"
"Benton County, AR","374","167.7"
"Boone County, AR","113","306.3"
"Bradley County, AR","68","592.0"
"Calhoun County, AR","14","262.3"
"Carroll County, AR","57","206.9"
"Chicot County, AR","72","610.5"
"Clark County, AR","217","945.7"
"Clay County, AR","19","118.4"
"Cleburne County, AR","66","253.9"
"Cleveland County, AR","29","333.9"
"Columbia County, AR","303","1224.4"
"Conway County, AR","48","225.9"
"Craighead County, AR","674","696.8"
"Crawford County, AR","120","193.6"
"Crittenden County, AR","647","1269.9"
"Cross County, AR","139","779.5"
"Dallas County, AR","72","892.4"
"Desha County, AR","115","887.1"
"Drew County, AR","135","723.6"
"Faulkner County, AR","479","420.0"
"Franklin County, AR","62","342.0"
"Fulton County, AR","18","147.3"
"Garland County, AR","321","333.9"
"Grant County, AR","44","245.9"
"Greene County, AR","128","303.4"
"Hempstead County, AR","250","1106.1"
"Hot Spring County, AR","137","413.5"
"Howard County, AR","131","949.3"
"Independence County, AR","152","413.0"
"Izard County, AR","19","138.8"
"Jackson County, AR","96","531.9"
"Jefferson County, AR","995","1286.8"
"Johnson County, AR","86","336.6"
"Lafayette County, AR","77","1008.4"
"Lawrence County, AR","51","291.4"
"Lee County, AR","100","963.9"
"Lincoln County, AR","52","369.5"
"Little River County, AR","97","738.4"
"Logan County, AR","67","300.2"
"Lonoke County, AR","221","321.6"
"Madison County, AR","24","152.9"
"Marion County, AR","22","132.1"
"Miller County, AR","417","957.7"
"Mississippi County, AR","512","1103.7"
"Monroe County, AR","91","1120.3"
"Montgomery County, AR","19","200.2"
"Nevada County, AR","72","802.3"
"Newton County, AR","11","132.1"
"Ouachita County, AR","226","866.7"
"Perry County, AR","26","248.7"
"Phillips County, AR","232","1070.7"
"Pike County, AR","42","372.6"
"Poinsett County, AR","155","632.0"
"Polk County, AR","57","275.8"
"Pope County, AR","289","465.3"
"Prairie County, AR","37","424.6"
"Pulaski County, AR","3,028","789.3"
"Randolph County, AR","61","339.5"
"St. Francis County, AR","290","1029.0"
"Saline County, AR","226","209.9"
"Scott County, AR","51","452.5"
"Searcy County, AR","17","207.8"
"Sebastian County, AR","561","446.0"
"Sevier County, AR","86","501.7"
"Sharp County, AR","46","266.2"
"Stone County, AR","9","72.6"
"Union County, AR","329","791.7"
"Van Buren County, AR","34","196.5"
"Washington County, AR","778","381.3"
"White County, AR","271","350.4"
"Woodruff County, AR","25","345.3"
"Yell County, AR","82","370.1"
"Alameda County, CA","6,610","436.7"
"Alpine County, CA","0","0.0"
"Amador County, CA","69","182.2"
"Butte County, CA","817","371.4"
"Calaveras County, CA","47","103.4"
"Colusa County, CA","32","149.2"
"Contra Costa County, CA","3,908","371.2"
"Del Norte County, CA","51","178.5"
"El Dorado County, CA","243","134.1"
"Fresno County, CA","6,025","646.1"
"Glenn County, CA","44","156.5"
"Humboldt County, CA","359","265.9"
"Imperial County, CA","642","367.4"
"Inyo County, CA","32","172.9"
"Kern County, CA","5,457","648.3"
"Kings County, CA","495","324.9"
"Lake County, CA","184","284.2"
"Lassen County, CA","70","200.9"
"Los Angeles County, CA","47,544","483.9"
"Madera County, CA","689","455.9"
"Marin County, CA","593","234.5"
"Mariposa County, CA","20","109.5"
"Mendocino County, CA","240","273.3"
"Merced County, CA","1,026","399.5"
"Modoc County, CA","1","10.3"
"Mono County, CA","30","210.6"
"Monterey County, CA","1,680","403.4"
"Napa County, CA","268","195.9"
"Nevada County, CA","148","149.8"
"Orange County, CA","8,489","281.3"
"Placer County, CA","605","172.7"
"Plumas County, CA","54","271.1"
"Riverside County, CA","3,748","170.2"
"Sacramento County, CA","6,585","463.1"
"San Benito County, CA","173","311.4"
"San Bernardino County, CA","8,515","417.1"
"San Diego County, CA","15,341","494.2"
"San Francisco County, CA","4,596","570.4"
"San Joaquin County, CA","3,716","540.6"
"San Luis Obispo County, CA","694","257.1"
"San Mateo County, CA","1,979","274.9"
"Santa Barbara County, CA","1,432","337.4"
"Santa Clara County, CA","5,518","308.8"
"Santa Cruz County, CA","790","300.1"
"Shasta County, CA","446","251.5"
"Sierra County, CA","3","93.1"
"Siskiyou County, CA","76","169.1"
"Solano County, CA","2,061","497.8"
"Sonoma County, CA","1,277","263.4"
"Stanislaus County, CA","1,667","323.5"
"Sutter County, CA","233","245.8"
"Tehama County, CA","170","267.3"
"Trinity County, CA","16","116.2"
"Tulare County, CA","1,688","381.0"
"Tuolumne County, CA","111","201.1"
"Ventura County, CA","2,282","276.5"
"Yolo County, CA","651","323.7"
"Yuba County, CA","203","280.6"
"Adams County, CO","1,096","247.0"
"Alamosa County, CO","46","288.8"
"Arapahoe County, CO","1,790","311.5"
"Archuleta County, CO","18","149.3"
"Baca County, CO","9","237.5"
"Bent County, CO","10","153.6"
"Boulder County, CO","461","155.8"
"Broomfield County, CO","72","128.0"
"Chaffee County, CO","5","28.1"
"Cheyenne County, CO","1","54.6"
"Clear Creek County, CO","4","44.0"
"Conejos County, CO","7","84.4"
"Costilla County, CO","4","113.4"
"Crowley County, CO","3","51.3"
"Custer County, CO","0","0.0"
"Delta County, CO","33","106.9"
"Denver County, CO","10,496","1739.8"
"Dolores County, CO","0","0.0"
"Douglas County, CO","217","75.6"
"Eagle County, CO","28","53.8"
"Elbert County, CO","28","121.2"
"El Paso County, CO","1,742","277.9"
"Fremont County, CO","37","79.0"
"Garfield County, CO","60","107.0"
"Gilpin County, CO","7","128.2"
"Grand County, CO","8","54.1"
"Gunnison County, CO","29","188.6"
"Hinsdale County, CO","0","0.0"
"Huerfano County, CO","19","284.9"
"Jackson County, CO","0","0.0"
"Jefferson County, CO","605","113.0"
"Kiowa County, CO","3","214.9"
"Kit Carson County, CO","8","97.0"
"Lake County, CO","10","137.6"
"La Plata County, CO","85","165.5"
"Larimer County, CO","478","159.1"
"Las Animas County, CO","22","142.9"
"Lincoln County, CO","5","91.4"
"Logan County, CO","26","117.5"
"Mesa County, CO","461","314.7"
"Mineral County, CO","1","142.0"
"Moffat County, CO","18","130.3"
"Montezuma County, CO","91","356.2"
"Montrose County, CO","48","116.5"
"Morgan County, CO","63","223.6"
"Otero County, CO","45","238.3"
"Ouray County, CO","1","22.4"
"Park County, CO","5","30.7"
"Phillips County, CO","2","44.8"
"Pitkin County, CO","12","69.9"
"Prowers County, CO","26","207.0"
"Pueblo County, CO","560","351.1"
"Rio Blanco County, CO","10","149.9"
"Rio Grande County, CO","25","208.0"
"Routt County, CO","28","119.4"
"Saguache County, CO","1","16.3"
"San Juan County, CO","0","0.0"
"San Miguel County, CO","5","67.9"
"Sedgwick County, CO","3","126.6"
"Summit County, CO","39","139.0"
"Teller County, CO","21","89.6"
"Washington County, CO","4","83.3"
"Weld County, CO","481","189.2"
"Yuma County, CO","17","169.6"
"Fairfield County, CT","2,694","292.9"
"Hartford County, CT","4,078","455.5"
"Litchfield County, CT","211","111.2"
"Middlesex County, CT","300","181.1"
"New Haven County, CT","3,684","426.7"
"New London County, CT","659","240.5"
"Tolland County, CT","238","155.3"
"Windham County, CT","313","263.9"
"Kent County, DE","989","606.8"
"New Castle County, DE","2,498","463.5"
"Sussex County, DE","977","493.7"
"District Of Columbia, DC","5,589","923.6"
"Alachua County, FL","1,694","684.1"
"Baker County, FL","115","424.7"
"Bay County, FL","731","431.9"
"Bradford County, FL","148","518.6"
"Brevard County, FL","1,584","291.2"
"Broward County, FL","6,956","396.7"
"Calhoun County, FL","47","321.2"
"Charlotte County, FL","304","190.1"
"Citrus County, FL","317","224.4"
"Clay County, FL","613","320.2"
"Collier County, FL","673","208.6"
"Columbia County, FL","291","430.7"
"Desoto County, FL","124","355.1"
"Dixie County, FL","69","420.7"
"Duval County, FL","5,745","663.6"
"Escambia County, FL","1,655","555.1"
"Flagler County, FL","287","298.7"
"Franklin County, FL","52","450.8"
"Gadsden County, FL","534","1117.3"
"Gilchrist County, FL","48","282.5"
"Glades County, FL","42","324.6"
"Gulf County, FL","50","316.2"
"Hamilton County, FL","131","892.9"
"Hardee County, FL","88","317.3"
"Hendry County, FL","197","504.6"
"Hernando County, FL","350","202.3"
"Highlands County, FL","311","315.2"
"Hillsborough County, FL","7,020","569.0"
"Holmes County, FL","80","402.8"
"Indian River County, FL","421","304.6"
"Jackson County, FL","236","475.7"
"Jefferson County, FL","86","583.2"
"Lafayette County, FL","18","204.2"
"Lake County, FL","877","294.4"
"Lee County, FL","1,916","308.8"
"Leon County, FL","2,834","1026.7"
"Levy County, FL","180","442.0"
"Liberty County, FL","26","311.8"
"Madison County, FL","118","613.6"
"Manatee County, FL","1,208","373.5"
"Marion County, FL","1,293","390.1"
"Martin County, FL","324","220.4"
"Miami-Dade County, FL","8,655","345.1"
"Monroe County, FL","152","207.6"
"Nassau County, FL","212","288.3"
"Okaloosa County, FL","810","448.1"
"Okeechobee County, FL","184","459.7"
"Orange County, FL","6,095","530.5"
"Osceola County, FL","1,113","412.5"
"Palm Beach County, FL","3,484","263.1"
"Pasco County, FL","944","202.8"
"Pinellas County, FL","3,844","419.4"
"Polk County, FL","2,447","405.7"
"Putnam County, FL","335","451.3"
"St. Johns County, FL","408","213.3"
"St. Lucie County, FL","1,035","371.9"
"Santa Rosa County, FL","356","232.8"
"Sarasota County, FL","870","229.0"
"Seminole County, FL","1,406","332.3"
"Sumter County, FL","169","179.3"
"Suwannee County, FL","134","316.7"
"Taylor County, FL","65","288.0"
"Union County, FL","61","392.7"
"Volusia County, FL","1,832","370.4"
"Wakulla County, FL","124","402.1"
"Walton County, FL","146","264.3"
"Washington County, FL","70","282.8"
"Appling County, GA","59","321.9"
"Atkinson County, GA","28","334.9"
"Bacon County, GA","35","315.8"
"Baker County, GA","17","494.9"
"Baldwin County, GA","317","693.6"
"Banks County, GA","21","114.1"
"Barrow County, GA","210","301.3"
"Bartow County, GA","187","186.7"
"Ben Hill County, GA","142","805.3"
"Berrien County, GA","50","258.5"
"Bibb County, GA","1,064","683.9"
"Bleckley County, GA","94","720.8"
"Brantley County, GA","30","162.5"
"Brooks County, GA","68","418.1"
"Bryan County, GA","86","282.9"
"Bulloch County, GA","630","891.9"
"Burke County, GA","188","805.4"
"Butts County, GA","64","269.6"
"Calhoun County, GA","32","477.3"
"Camden County, GA","137","270.4"
"Candler County, GA","63","571.4"
"Carroll County, GA","414","374.0"
"Catoosa County, GA","78","121.8"
"Charlton County, GA","53","412.9"
"Chatham County, GA","2,221","835.3"
"Chattahoochee County, GA","52","465.2"
"Chattooga County, GA","52","200.3"
"Cherokee County, GA","264","122.7"
"Clarke County, GA","821","698.9"
"Clay County, GA","17","537.8"
"Clayton County, GA","1,906","733.6"
"Clinch County, GA","37","545.7"
"Cobb County, GA","2,211","320.6"
"Coffee County, GA","169","395.6"
"Colquitt County, GA","117","256.3"
"Columbia County, GA","263","210.4"
"Cook County, GA","61","354.5"
"Coweta County, GA","202","157.9"
"Crawford County, GA","34","269.5"
"Crisp County, GA","202","863.1"
"Dade County, GA","10","60.2"
"Dawson County, GA","22","98.7"
"Decatur County, GA","266","956.6"
"Dekalb County, GA","4,271","616.8"
"Dodge County, GA","94","431.8"
"Dooly County, GA","127","855.5"
"Dougherty County, GA","1,007","1064.9"
"Douglas County, GA","502","378.5"
"Early County, GA","108","984.9"
"Echols County, GA","4","99.2"
"Effingham County, GA","151","287.9"
"Elbert County, GA","98","487.7"
"Emanuel County, GA","147","650.2"
"Evans County, GA","86","781.2"
"Fannin County, GA","29","122.4"
"Fayette County, GA","177","165.4"
"Floyd County, GA","328","340.2"
"Forsyth County, GA","90","50.9"
"Franklin County, GA","44","199.3"
"Fulton County, GA","6,160","665.2"
"Gilmer County, GA","43","151.9"
"Glascock County, GA","9","293.3"
"Glynn County, GA","377","472.5"
"Gordon County, GA","90","163.0"
"Grady County, GA","70","279.5"
"Greene County, GA","74","462.5"
"Gwinnett County, GA","2,661","329.2"
"Habersham County, GA","77","178.7"
"Hall County, GA","320","177.8"
"Hancock County, GA","63","668.8"
"Haralson County, GA","57","198.0"
"Harris County, GA","64","199.0"
"Hart County, GA","46","182.5"
"Heard County, GA","24","202.4"
"Henry County, GA","701","341.7"
"Houston County, GA","649","461.1"
"Irwin County, GA","61","635.4"
"Jackson County, GA","150","246.9"
"Jasper County, GA","35","252.1"
"Jeff Davis County, GA","47","311.4"
"Jefferson County, GA","147","869.6"
"Jenkins County, GA","31","372.3"
"Johnson County, GA","37","370.7"
"Jones County, GA","31","108.3"
"Lamar County, GA","107","585.7"
"Lanier County, GA","38","376.3"
"Laurens County, GA","249","514.4"
"Lee County, GA","69","242.8"
"Liberty County, GA","331","528.0"
"Lincoln County, GA","18","225.9"
"Long County, GA","31","211.1"
"Lowndes County, GA","939","856.1"
"Lumpkin County, GA","37","122.1"
"Mcduffie County, GA","130","595.5"
"Mcintosh County, GA","53","370.8"
"Macon County, GA","70","477.7"
"Madison County, GA","93","330.4"
"Marion County, GA","27","308.8"
"Meriwether County, GA","115","526.7"
"Miller County, GA","41","667.3"
"Mitchell County, GA","118","502.2"
"Monroe County, GA","96","362.7"
"Montgomery County, GA","40","439.9"
"Morgan County, GA","59","329.6"
"Murray County, GA","82","207.4"
"Muscogee County, GA","1,566","819.4"
"Newton County, GA","552","551.1"
"Oconee County, GA","53","161.0"
"Oglethorpe County, GA","33","221.4"
"Paulding County, GA","319","223.4"
"Peach County, GA","198","713.5"
"Pickens County, GA","34","115.4"
"Pierce County, GA","47","249.9"
"Pike County, GA","27","150.8"
"Polk County, GA","116","279.3"
"Pulaski County, GA","43","360.6"
"Putnam County, GA","59","278.3"
"Quitman County, GA","12","478.7"
"Rabun County, GA","25","153.7"
"Randolph County, GA","43","560.6"
"Richmond County, GA","2,446","1217.3"
"Rockdale County, GA","345","403.9"
"Schley County, GA","12","239.4"
"Screven County, GA","64","441.3"
"Seminole County, GA","53","607.4"
"Spalding County, GA","280","437.0"
"Stephens County, GA","76","290.6"
"Stewart County, GA","58","950.7"
"Sumter County, GA","427","1305.1"
"Talbot County, GA","54","790.1"
"Taliaferro County, GA","13","765.2"
"Tattnall County, GA","93","364.8"
"Taylor County, GA","40","456.0"
"Telfair County, GA","75","454.8"
"Terrell County, GA","67","704.0"
"Thomas County, GA","211","471.5"
"Tift County, GA","268","666.0"
"Toombs County, GA","191","699.6"
"Towns County, GA","10","94.9"
"Treutlen County, GA","36","522.6"
"Troup County, GA","364","542.6"
"Turner County, GA","60","670.6"
"Twiggs County, GA","44","491.3"
"Union County, GA","15","70.4"
"Upson County, GA","119","439.7"
"Walker County, GA","72","104.5"
"Walton County, GA","207","246.5"
"Ware County, GA","271","745.1"
"Warren County, GA","52","897.3"
"Washington County, GA","138","653.7"
"Wayne County, GA","115","382.2"
"Webster County, GA","15","540.2"
"Wheeler County, GA","22","283.7"
"White County, GA","27","99.2"
"Whitfield County, GA","297","289.0"
"Wilcox County, GA","44","474.4"
"Wilkes County, GA","59","562.8"
"Wilkinson County, GA","49","514.8"
"Worth County, GA","171","787.1"
"Hawaii County, HI","570","307.6"
"Honolulu County, HI","4,827","504.7"
"Kalawao County, HI","0","0.0"
"Kauai County, HI","130","193.4"
"Maui County, HI","486","313.6"
"Ada County, ID","1,203","305.7"
"Adams County, ID","4","101.2"
"Bannock County, ID","286","344.5"
"Bear Lake County, ID","3","50.2"
"Benewah County, ID","22","236.9"
"Bingham County, ID","84","183.5"
"Blaine County, ID","42","197.2"
"Boise County, ID","8","114.2"
"Bonner County, ID","66","161.3"
"Bonneville County, ID","221","211.1"
"Boundary County, ID","13","118.1"
"Butte County, ID","3","103.1"
"Camas County, ID","0","0.0"
"Canyon County, ID","661","349.0"
"Caribou County, ID","5","71.7"
"Cassia County, ID","42","181.9"
"Clark County, ID","3","306.4"
"Clearwater County, ID","7","81.1"
"Custer County, ID","8","183.5"
"Elmore County, ID","123","453.6"
"Franklin County, ID","13","101.6"
"Fremont County, ID","15","113.3"
"Gem County, ID","52","311.8"
"Gooding County, ID","24","155.1"
"Idaho County, ID","26","159.5"
"Jefferson County, ID","20","76.3"
"Jerome County, ID","61","271.6"
"Kootenai County, ID","506","364.3"
"Latah County, ID","119","319.2"
"Lemhi County, ID","4","50.2"
"Lewis County, ID","10","262.0"
"Lincoln County, ID","15","287.6"
"Madison County, ID","15","39.9"
"Minidoka County, ID","58","288.8"
"Nez Perce County, ID","150","381.3"
"Oneida County, ID","5","116.4"
"Owyhee County, ID","23","200.5"
"Payette County, ID","54","238.5"
"Power County, ID","12","152.8"
"Shoshone County, ID","21","165.1"
"Teton County, ID","6","59.1"
"Twin Falls County, ID","164","211.5"
"Valley County, ID","10","102.2"
"Washington County, ID","21","206.0"
"Adams County, IL","178","265.1"
"Alexander County, IL","73","888.7"
"Bond County, IL","42","236.3"
"Boone County, IL","87","160.7"
"Brown County, IL","5","72.3"
"Bureau County, IL","65","186.1"
"Calhoun County, IL","2","39.4"
"Carroll County, IL","26","169.0"
"Cass County, IL","44","322.7"
"Champaign County, IL","1,263","626.8"
"Christian County, IL","82","235.7"
"Clark County, IL","23","141.1"
"Clay County, IL","14","101.4"
"Clinton County, IL","66","174.5"
"Coles County, IL","264","489.8"
"Cook County, IL","34,664","666.7"
"Crawford County, IL","26","131.2"
"Cumberland County, IL","15","135.8"
"Dekalb County, IL","456","433.6"
"De Witt County, IL","28","168.8"
"Douglas County, IL","31","155.3"
"Dupage County, IL","1,542","167.9"
"Edgar County, IL","35","189.1"
"Edwards County, IL","8","118.9"
"Effingham County, IL","52","151.9"
"Fayette County, IL","43","194.3"
"Ford County, IL","26","184.7"
"Franklin County, IL","146","364.7"
"Fulton County, IL","71","191.6"
"Gallatin County, IL","11","196.9"
"Greene County, IL","22","158.5"
"Grundy County, IL","49","97.8"
"Hamilton County, IL","11","130.1"
"Hancock County, IL","28","146.7"
"Hardin County, IL","7","162.6"
"Henderson County, IL","15","204.6"
"Henry County, IL","100","198.2"
"Iroquois County, IL","27","91.0"
"Jackson County, IL","698","1156.0"
"Jasper County, IL","14","144.2"
"Jefferson County, IL","127","327.6"
"Jersey County, IL","23","100.1"
"Jo Daviess County, IL","21","92.7"
"Johnson County, IL","23","182.4"
"Kane County, IL","1,418","274.8"
"Kankakee County, IL","546","481.3"
"Kendall County, IL","158","137.0"
"Knox County, IL","205","387.3"
"Lake County, IL","1,986","282.0"
"Lasalle County, IL","254","223.1"
"Lawrence County, IL","30","177.2"
"Lee County, IL","87","242.1"
"Livingston County, IL","132","339.6"
"Logan County, IL","104","343.5"
"Mcdonough County, IL","97","297.5"
"Mchenry County, IL","394","127.5"
"Mclean County, IL","786","462.7"
"Macon County, IL","764","689.7"
"Macoupin County, IL","91","190.4"
"Madison County, IL","987","366.4"
"Marion County, IL","142","360.0"
"Marshall County, IL","22","174.2"
"Mason County, IL","34","232.1"
"Massac County, IL","35","227.2"
"Menard County, IL","31","244.0"
"Mercer County, IL","35","213.2"
"Monroe County, IL","29","87.8"
"Montgomery County, IL","67","222.7"
"Morgan County, IL","98","275.9"
"Moultrie County, IL","23","154.8"
"Ogle County, IL","147","275.1"
"Peoria County, IL","1,704","915.1"
"Perry County, IL","68","304.6"
"Piatt County, IL","26","155.5"
"Pike County, IL","27","164.8"
"Pope County, IL","32","718.3"
"Pulaski County, IL","42","684.7"
"Putnam County, IL","6","100.0"
"Randolph County, IL","83","248.1"
"Richland County, IL","19","117.2"
"Rock Island County, IL","719","487.0"
"St. Clair County, IL","2,313","855.5"
"Saline County, IL","80","320.9"
"Sangamon County, IL","1,199","606.2"
"Schuyler County, IL","14","185.6"
"Scott County, IL","7","131.2"
"Shelby County, IL","29","129.7"
"Stark County, IL","13","217.8"
"Stephenson County, IL","202","423.9"
"Tazewell County, IL","379","279.8"
"Union County, IL","42","236.7"
"Vermilion County, IL","439","537.9"
"Wabash County, IL","20","168.0"
"Warren County, IL","46","259.7"
"Washington County, IL","30","204.1"
"Wayne County, IL","23","137.3"
"White County, IL","29","198.5"
"Whiteside County, IL","196","335.1"
"Will County, IL","1,791","263.8"
"Williamson County, IL","215","323.6"
"Winnebago County, IL","1,580","535.4"
"Woodford County, IL","44","113.8"
"Adams County, IN","43","124.8"
"Allen County, IN","2,034","571.5"
"Bartholomew County, IN","160","208.2"
"Benton County, IN","16","180.7"
"Blackford County, IN","29","227.5"
"Boone County, IN","69","121.4"
"Brown County, IN","6","39.5"
"Carroll County, IN","26","128.8"
"Cass County, IN","30","77.0"
"Clark County, IN","388","351.0"
"Clay County, IN","36","134.1"
"Clinton County, IN","103","310.2"
"Crawford County, IN","17","158.6"
"Daviess County, IN","40","126.0"
"Dearborn County, IN","71","141.7"
"Decatur County, IN","36","139.6"
"Dekalb County, IN","48","113.5"
"Delaware County, IN","789","670.4"
"Dubois County, IN","53","126.5"
"Elkhart County, IN","666","337.3"
"Fayette County, IN","45","184.9"
"Floyd County, IN","303","405.6"
"Fountain County, IN","31","179.5"
"Franklin County, IN","23","99.7"
"Fulton County, IN","5","24.0"
"Gibson County, IN","97","289.1"
"Grant County, IN","236","337.5"
"Greene County, IN","42","126.6"
"Hamilton County, IN","254","91.9"
"Hancock County, IN","64","91.1"
"Harrison County, IN","67","170.3"
"Hendricks County, IN","156","106.9"
"Henry County, IN","106","214.2"
"Howard County, IN","302","365.0"
"Huntington County, IN","60","161.7"
"Jackson County, IN","130","305.3"
"Jasper County, IN","29","86.5"
"Jay County, IN","42","198.4"
"Jefferson County, IN","90","277.6"
"Jennings County, IN","47","165.1"
"Johnson County, IN","165","117.6"
"Knox County, IN","162","422.0"
"Kosciusko County, IN","110","142.2"
"Lagrange County, IN","18","48.4"
"Lake County, IN","2,287","461.1"
"Laporte County, IN","243","218.0"
"Lawrence County, IN","103","223.3"
"Madison County, IN","523","397.3"
"Marion County, IN","7,298","806.7"
"Marshall County, IN","44","93.6"
"Martin County, IN","17","164.0"
"Miami County, IN","47","127.7"
"Monroe County, IN","453","326.9"
"Montgomery County, IN","57","149.7"
"Morgan County, IN","109","157.6"
"Newton County, IN","8","56.2"
"Noble County, IN","82","172.7"
"Ohio County, IN","7","114.6"
"Orange County, IN","17","85.8"
"Owen County, IN","20","92.7"
"Parke County, IN","50","289.3"
"Perry County, IN","5","25.8"
"Pike County, IN","12","93.4"
"Porter County, IN","225","136.7"
"Posey County, IN","50","193.4"
"Pulaski County, IN","9","67.4"
"Putnam County, IN","63","166.2"
"Randolph County, IN","64","244.5"
"Ripley County, IN","38","131.8"
"Rush County, IN","44","253.4"
"St. Joseph County, IN","929","348.2"
"Scott County, IN","81","335.1"
"Shelby County, IN","90","203.1"
"Spencer County, IN","11","52.7"
"Starke County, IN","7","30.0"
"Steuben County, IN","63","184.6"
"Sullivan County, IN","23","107.4"
"Switzerland County, IN","20","188.2"
"Tippecanoe County, IN","526","304.0"
"Tipton County, IN","15","94.5"
"Union County, IN","9","119.5"
"Vanderburgh County, IN","957","532.1"
"Vermillion County, IN","16","99.1"
"Vigo County, IN","342","317.0"
"Wabash County, IN","57","173.5"
"Warren County, IN","14","164.7"
"Warrick County, IN","109","182.1"
"Washington County, IN","54","190.9"
"Wayne County, IN","199","288.8"
"Wells County, IN","32","115.6"
"White County, IN","36","145.8"
"Whitley County, IN","63","188.9"
"Adair County, IA","9","117.4"
"Adams County, IA","4","99.4"
"Allamakee County, IA","28","195.1"
"Appanoose County, IA","21","163.3"
"Audubon County, IA","22","360.0"
